ID,NAME,IDCARD,BIRTHDAY,PROVINCE,ADDRESS,PHONE,EMAIL,PASSPORTID,JUNGUAN,BANKCARD,ZUOJI,NASHUI2,GONGSHANG,QIYE,PROFESSIONAL,COMPANY,JIAZHAO,CHEJIAHAO,CHEPAIHAO,XUEWEI,ZHENGJIANHAO
1144,亢妃雪,130425194111044417,1955-05-16,辽宁省喀左县,黑龙江省沈阳市区朝阳二村54141幢丙单元270室,13742662335,zhiyuyan@5a7tp.com.cn,E66859214,南字第39898516号,6224882593730303705,0315-59960745,62460107476560832L,440683954062224,63376428-9,果、茶、桑园艺工,北京科奇网络传媒有限公司,340226297352,XVKM9ZP756ZL10935,粤TGG867,慢性胃肠炎,611022194911154459
1145,谷滨茹,542329196310318991,1934-05-15,山东省城阳区,黑龙江省沈阳市鼓楼区怀德苑3幢甲单元957室,16511715738,xuyinan@75pk8.cn,D27023863,南字第82025552号,6214041734301116253,0511-36776287,142312221854214240,350213082616369,82845884-7,卫星光学冷加工工,温州小米步电子商务有限公司,230488682917,A0V3KWZH43BEL6495,鲁Q90V87,先天性大动脉的先天性畸形,南字第54859550号
1146,尉迟妹孙,320404197602063986,1949-01-24,河北省赵县,江苏省常州市新北区前桥新村59幢甲单元383室,17439705536,qixianglin@tn88l.mobi,G40085629,参字第51719577号,6230666864841639546,0888-62792537,86452132348473224R,410328877578218,24424698-X,搪瓷涂搪烧成工,广东小米饭庄餐饮管理有限公司,130638453149,LAS63WBT6LY4L6215,藏GRTUD1,外部假体装置的安装和调整,430221198101024183
1147,芮赋媛,520329194904069991,1964-01-26,安徽省颍东区,黑龙江省哈尔滨市相城区青龙街道典前村841号,14784706677,baichina@iacbk.mobi,P16633511,参字第26043858号,6011282579024130810,0527-54035790,28411501775816004R,452124097759267,58460256-5,收发员,广州小米通讯技术有限公司,360947686892,RBPE7L4X2B3LB1406,黑AS1P0W,脑干良性肿瘤,政字第74381692号
1148,鄢洋萍,361102196911250456,1975-03-08,黑龙江省红岗区,安徽省常州市相城区劳动东路056号,18539392697,guofeiyu@7kwbg.net.cn,E86858363,装字第43647955号,6225008361719733177,0312-50029559,81211302109343481G,452101762063393,29657472-3,电焊机装配工,金溪县小米家庭农场,230719172591,AXJ6ZBEH8W13F5029,陕KRTQPH,病毒血症,S24672928
1149,邴茗,150621199103231134,1984-09-16,河南省新密市,安徽省合肥市亭湖区河苑家园55幢甲单元4120室,14969360181,xiangfuyao@c0rn4.net,P68532249,空字第49957219号,6205039006954588811,0592-60830120,091426217063564811,230902271042294,77449600-3,工程测量工,青岛钱途小米农业科技有限公司,452102431350,S10J2WBG034YE0872,闽AA9S04,莫尔加尼囊状附件扭转,G78054574
1150,柏行天,542123195508308437,1947-05-14,辽宁省新民市,河南省河南省常州市相城区采菱公寓27幢乙单元656室,18655386409,chuanshana@du13t.top,G98493318,北字第00891566号,6222518710016588041,0826-67623433,15150422959585090U,450401715000451,03822230-3,其他建筑保温及吸音材料生产人员,纳小米节能科技有限公司,110188674523,APX5T29J53DAG5327,青DY7L1X,口腔粘膜血肿,D69450725
1151,绪洋锐,220422199204286197,1943-09-11,山东省淄博市,江苏省苏州市吴中区河苑家园65幢甲单元827室,18392466072,xiangefen@pifrv.info,G85642772,沈字第91981051号,6217615365002549358,0514-67922839,17510704666491095J,371721116390127,40432592-8,营养配餐员,武汉小米云端互联网科技有限公司,330556183226,4S2GFAYX2X7PZ7345,甘PDS0JT,非化脓性脑膜炎,441424194703042076
1152,覃紫丝,350722193906015138,1985-10-16,辽宁省锦州市,山西省临汾市新北区天际苑415幢8413室,15784496976,gongweichen@1mrxf.top,P81013108,装字第62084853号,5187107660410034063,0903-24779110,89630102486394065M,520525683478568,03884784-8,机载导弹检验工,江门市小米电器科技有限公司,510613649952,KR3HZWAFXPCVG2085,黑N4Q5SL,诈装病者假装有病的人,P39416237
1153,柯漫琳,420322194909098814,1948-12-26,河南省南阳市,江苏省常州市相城区茶山街道丽华村委虞家村76号,14699008475,zhaizuishan@uup5s.site,E57986523,后字第10722920号,5257455529940129975,0970-20613701,213302155308920596,632725436538174,75480609-4,焦炉机车司机,小米有品科技有限公司,420805490543,S9ZX346K0YCYB7941,川WX5F7N,脊柱侧凸弯,空字第39766381号
1154,释乐正,130705195910030113,1982-10-03,云南省东川区,甘肃省常州市武警去湖塘镇新城域花园87幢丁单元292室,15236983287,fangbinru@lbqv3.top,S32965752,政字第36438391号,9400627784868478640,0752-75678403,28610425230482633F,341424210290701,97228678-7,润滑油、脂生产工,小米科技有限责任公司济南分公司,361115939878,B6XDJ5141PFE52634,晋D1X4QP,橄榄体桥脑小脑变性,参字第38615880号
1155,蹉湘丽,23128219600416419X,1999-07-14,甘肃省华亭县,安徽省合肥市亭湖区河苑家园26幢甲单元434室,18688438556,quxueshan@snqsc.net.cn,P38299495,参字第87083148号,6259552314794435407,0746-78333544,23142700688112926F,469002627118782,49000754-6,唱片工,淄博市北园府食品有限公司,350821066084,32EKLDUC0S5EP0692,皖K042WW,心因性夜尿症,装字第99206172号
1156,强甫文,210411194006261390,1960-12-05,江西省上高县,安徽省合肥市亭湖区河苑家园34幢甲单元786室,18257026291,yanruhong@c2296.info,P19801118,沈字第78808643号,6227710202934271350,0714-69106767,595114237492434026,110113470536227,03939730-8,糕点装饰工,周口小米商贸有限公司,441723776751,EJRBL2X5XH3ZT6129,吉HZ22W4,原有高血压性肾脏病并发的蛋白尿,D09473849
1157,贾伟伟,23082619770725762X,1984-01-16,湖北省随州市,安徽省合肥市相城区聚景苑78幢甲单元887室,13835526494,mukaiwei@ardwo.site,D39477343,参字第56055437号,6259591963398332742,0933-66018065,656201007491633976,370611035059926,62785874-8,广播视听设备工程技术人员,沁县晋农信小米加工专业合作社,320481971289,MSXFAZT24WB1C7219,京P7C930,祖克坎德耳器良性肿瘤,参字第57919586号
1158,墨元枫,652901199207023875,1989-09-02,河南省获嘉县,河南省常州市潞城镇潞城花苑66幢甲单元563室,18836156577,jiefeiyan@68do0.mobi,D21635101,兰字第85104719号,3747387016335638401,0790-29081990,405133008284412456,330800651188503,20323025-2,生活燃料供应工,贵州小米信息咨询有限公司,370326072695,62KDCRFS8EXJ57269,冀F3CFHL,肾损伤伴通入体腔开放性伤口,130103197911143447
1159,相查毓怀,140106199301043385,1948-04-28,山东省新泰市,山东省临沂市亭湖区湖塘镇中村胡家村8号,13947646929,shibingqin@dpcgn.site,E72210470,后字第80908751号,6231737210715615084,0538-80730447,89330181710890443U,340221242913607,95927339-1,其他乐器演奏员,韶关小米装饰有限公司,620803701463,3KSM4VP06LMRJ2065,苏J1V7L0,操作后肾上腺皮质髓质机能减退,542331193812047886
1160,夙为清,320723194912151801,1957-12-28,山东省烟台市,山西省济南市戚墅堰区花溪兰亭0幢963室,18552334198,fahuanji@5rqc6.mobi,G35285284,广字第59546101号,6259287226055007927,0875-61636454,211407025591415016,513322589466495,86739326-5,汽轮机设备安装工,舒兰市天德盛小米专业合作社,211124933515,MZG6D3RK1F16X8296,赣CYUF12,复发性多软骨炎,410211198010138365
1161,么盟娜,350821197706042702,1992-05-16,山西省临汾市,安徽省阜阳市相城区雕庄朝阳花园77幢丙单元585室,14549669784,shunbingjie@uj4rk.info,G64999370,广字第56806101号,6250018536040445338,0482-67010394,47431322195344629M,420881511337671,76522227-0,日用五金制品制作工,霍州市全林小米种植专业合作社,361022281147,85RF3EL08D2MD5369,闽JW0113,肾变病,成字第97144577号
1162,笃笙,130123196901086750,2008-10-09,河南省南阳市,江苏省常州市相城区茶山街道丽华村委虞家村83号,13603002714,yinyuhong@r82bm.mobi,E30366262,参字第37868275号,6223913589340842574,0840-65862210,365115297403926502,640382322239441,88079944-6,水产捕捞工,乐清市小米气动元件厂,130599556232,B6HW3Z083E1WV0245,川G1YR8H,哮喘,320621199004268443
1163,聂枫,150725195706193715,1941-08-19,山西省阳城县,安徽省零安市亭湖区牌楼巷415号073541,18254654889,rantang@1265g.net.cn,E83965331,广字第59442905号,6228882763011003503,0577-42595845,35330194650772657A,410802757131323,94866399-2,其他生物技术制药品人员,新疆天山小米农业科技有限公司,522760385366,9XJ3WS062M4XY6940,浙EBE3Y2,皮肤放射损伤,P15291401
1164,解汝文,130402195702226925,1973-05-01,浙江省富阳区,河北省常州市亭湖区遥观镇宋剑湖家园575幢乙单元728室,18145464764,tongyuli@r3l7p.com.cn,E41919904,空字第52593899号,6215889726333082414,0472-31384876,20500225020814707U,520322689092901,40642433-X,人造板饰面工,焦作市小米商贸有限公司,610431377603,ZWM871X42JG9A9045,琼EDGXTT,新生儿大脑缺血,D45332306
1165,达池文,210411199511110780,2005-09-06,海南省屯昌县,山西省扬州市亭湖区河苑家园67幢丁单元4144室,17251927191,quanhengran@s38ht.com.cn,E51991935,沈字第98319711号,4041714605183118945,0595-44926640,172301034480529682,370323700115024,68669947-6,林木种苗工,宁波市小米文化传媒有限公司,371725266797,RTW3H4597R3UB5790,青G7T1Q1,甲状旁腺增生,210321198202197790
1166,呼延洋玉,44090219670626638X,1938-02-14,呼伦贝尔市扎兰屯市,安徽省连云港市鼓楼区八星街道颜家村753号,17030069871,xinyangwen@0l86f.mobi,D93000970,兰字第80379088号,5527422118138338238,0951-50894300,101101029510096345,360829192363818,24344545-0,乙丙橡胶生产工,苏州小米云装饰工程有限公司,341378288303,P60RXE2J8D1US8704,鲁FKT250,踝和足水平的内在肌和肌腱损伤,P01098567
1167,封文铭,130103198001053447,1975-08-18,广东省河源市,江苏省常州市亭湖区青洋花苑441幢乙单元350室,15688300773,houzishan@lp026.com,S71082720,后字第88545543号,6224390577638552468,0512-29841790,45610525160256489K,450921638566429,69820887-3,篆刻家,成都小米糖农业专业合作社,411306410388,B6Z7PWEX7D6B49754,甘K1KX7R,偏执型精神分裂症,650202196709213751
1168,黎卅卜,120104196111269009,1956-06-01,山西省吕梁市,山东省常州市戚墅堰区丁堰镇芳渚村委段家塘941号,15932888422,bairuoxue@4lwe5.net,G76083676,兰字第02840439号,5527943488198939419,0598-97709212,41370612002769589K,620700982398363,32634490-3,手工木工,重庆市合川区小米建材店,450152207989,91WCYATE2L83G5836,川YD5264,肢皮炎,济字第54561620号
1169,蹉海冬,141026194401041975,1979-09-05,福建省龙岩市,宁夏回族自治区中卫市中宁县滨河南路,18419006639,shenrukai@aubmp.top,P33917042,兰字第57263070号,6011316286662054415,0902-22887009,37341022970659973K,542121465004417,39305233-7,其他纤维预处理人员,江苏英哈网络科技有限公司,330160923364,FGHZ0TMCXDM3J4635,鲁UT21PH,蛛网膜炎,440902196705056380
1170,东欧凝天,220181194204274314,1950-03-16,广东省开平市,江苏省扬州市相城区新城尚东区32幢甲单元9236室,17537234954,lingyuchan@duudf.info,G34958330,广字第27008479号,6282243167726321146,0953-74782389,53360321544044131W,540000837437628,87794956-2,草业技术人员,肇州县托古赵家小米专业合作社,130598665500,RW6KPV8B4W2607296,鲁F1CKPS,胎盘的过早分离伴有低纤维蛋白原血症的出血,E51516869
1171,宇文盼瑶,140227197609141668,1984-01-10,湖北省襄城区,黑龙江省沈阳市鼓楼区怀德苑8幢甲单元3841室,14949897706,duanmutingshuang@ys2r8.cn,S21297137,参字第92484910号,6036021869939264603,0717-44208557,49410482058572833K,320505716510169,82306788-X,土壤肥料技术人员,茂名小米投资管理有限公司,430586126610,XJVA1S5R27EJH2076,蒙HDJ0TR,心脏手术后功能障碍,431021196004272741
1172,欧阳佩娜,130183194903286016,1946-04-15,广东省金平区,安徽省零安市亭湖区牌楼巷30号50388,13587467703,tongruyan@rafuw.com.cn,E30008137,政字第14057304号,6205125159428570975,0579-47165856,07232723740855471K,231083390857200,54087797-0,海洋土质试验工,秀米商店,522458311392,1WALUFE47VWK28619,苏JRT7S1,室性过早搏动,参字第39559634号
1173,松膺任,451221193909010915,1984-07-09,广东省深圳市,山西常州市鼓楼区陈度苑8幢甲单元5441室,15849706169,duanwentao@o3q6v.net,D60291031,南字第92630710号,6200709346372462037,0561-66878510,19371002872340532F,542224307672972,64642207-7,气体净化工,长兴小米物流有限公司,371703219995,FW14DARJ3Y3MH7642,豫B524LN,胎儿和新生儿受异位妊娠的影响,D41425831
1174,南宫班,511124198502272414,1962-05-13,江西省进贤县,安徽省零安市相城区丽华二村9557幢甲单元335室,17107632461,fanpeiwen@01emx.cn,D96117283,空字第42250249号,6222399913268193916,0350-64303868,09452231525635236B,510105748774385,02725760-7,静电复印机消耗材制造工,池州小米生态农业有限公司,530410190970,CU4TK82P4SD1B1620,津F7E4V7,人类免疫缺陷病毒感染综合征,141022198904151124
1175,殴芝,410727194106145471,1947-11-05,黑龙江省佳木斯市,山东省临沂市亭湖区湖塘镇中村胡家村6号,17185195076,mufeiyu@b59iq.com.cn,S36005847,北字第11555119号,6226905688936598237,0557-72046175,87130822697506096G,522425494673364,89953284-8,飞机透明件制造胶接装配工,成都小米快跑餐饮管理有限公司,451214784779,2TSC05HB5JYDM9180,粤CJSJ8Y,有毒的鱼肉中毒,后字第64293487号
1176,过妃雪,500384197205075713,1942-01-21,广东省兴宁市,安徽省镇江市相城区丽华7村410幢甲单元049室,14650254012,wenban@oqv0s.shop,D63626803,济字第27362127号,6216552435848852584,0553-37235259,813101126554601197,230105790914717,26050080-2,水利水电建筑工程技术人员,石家庄东顺小米加工厂,321396988376,5X1DBLCK8B5376513,津H9UZ5Q,下背肌筋膜炎,沈字第78688899号
1177,祖冰真,430423198403169509,1929-05-23,云南省曲靖市,安徽省镇江市相城区丽华7村46幢甲单元486室,14538141547,sunanlei@1vjwg.mobi,E03730445,北字第33235172号,6250094533573437151,0854-62526128,226522236290071083,630100927596501,88569298-X,枕木处理工,北京小米飞扬广告有限公司,450816519186,8ELCV9R5XDJPR5271,鲁CYA9W0,前列腺脓肿,510422194211247715
1178,相查汝洁,310117196206062972,2005-12-09,湖南省常德市,安徽省零安市亭湖区牌楼巷22号4174167,13509938626,weichiping@droem.info,G55579290,海字第87179582号,5240118946992796060,0818-22731879,60152630118554098W,532501453504702,09507073-X,电影电视演员,嘉兴市冠元食品有限公司,411742132515,RLM3ZJ0W0LCAX7312,豫P63TL6,纠正性大血管错位,兰字第78748119号
1179,华凌萱,650202200103301895,1940-09-08,重庆市永川区,苏州市吴中区若水路538号,17456876871,lianxianglin@mkqs8.net.cn,G50348209,参字第29780068号,6230022453111768703,0836-69434980,66530827008124582X,370801084981341,85676968-5,通信设备检验工,翼城县昶烨小米专业合作社,350168294458,KGEZPUXC9DTFH8435,粤EE01U1,小肠息肉,653101196503149572
1180,骆映冬,371525194201096684,1935-05-10,黑龙江省前进区,山东省德州市戚墅堰区丁堰街道小圆村48号,15673762624,beiyufen@2oxwg.mobi,D06171738,后字第62410329号,4340626855557356265,0943-73689735,73530422387930157T,141027336609523,72082352-3,其他弹制造人员,五莲县罗圈小米种植专业合作社,431266561178,61DZP04X7BDYT9081,陕F67FR9,输卵管卵巢交搭跨越的恶性肿瘤,330782199702158882
1181,侨妹凤,451228199907281609,2008-05-19,广东省高要区,甘肃省常州市鼓楼区向云新村50幢丁单元6417室,15899290003,jiahanyi@510ei.site,D85516895,兰字第33041188号,6202786379742976909,0739-62997138,62410502152823128M,542222291577382,99393076-2,乳品预处理工,望谟县小米地民旺种养农民专业合作社,500235888990,BL7ZG9CA1A41W4375,辽A2FUDK,产伤引起的克隆普克德热里纳麻痹,E14485413
1182,简沅洁,610327195802060754,1954-11-28,克孜勒苏州阿图什市,甘肃省常州市武警去湖塘镇新城域花园23幢丁单元4120室,18941781300,suxiangyu@xlvyf.shop,D49486098,成字第38148039号,6210274888167533542,0734-65235298,19341302265777714J,440003672391277,49598325-5,硫酸生产工,莱芜市雪野民生小米种植专业合作社,370370254917,JGSM72963KG497396,闽A2CEET,杜克疹热病,空字第19948309号
1183,兆雅寒,431281198010108995,1998-07-03,四川省郫都区,河北省常州市亭湖区遥观镇宋剑湖家园868幢乙单元628室,18354322187,naimeimei@uw197.com,E93676978,装字第15599437号,6213766399971525145,0349-84199760,50360102214326757G,431301796915405,86209437-0,西式面点师,鹤壁今古香农副产品销售有限公司,522664640132,U59Y7FJ48LRT18370,贵D7N59V,阴道壁撕裂伤,参字第90086938号
1184,司空汝颖,350625195101161341,1939-04-13,山西省长子县,山东省德州市戚墅堰区丁堰街道小圆村40号,15812297279,sunmiyun@rr2g6.info,E55165519,空字第14353098号,6251410555152763959,0472-48361858,703503032639926453,469003843199244,54026273-0,电子专用设备装调工,北京小米智能科技有限公司,340823932074,H7DXZF8E7PE980379,新GXVCTG,心绞痛综合症血管运动型,37061119460623261X
1185,夏侯万仇,140322193810249668,2002-02-01,云南省元江县,山西省济南市戚墅堰区花溪兰亭3幢506室,18236304692,yongfeiping@4yahe.com,D27336321,南字第62280990号,6225087188573588353,0897-45591733,13422802660997251B,640425016938168,37204037-X,森林病虫害防治员,深圳市小米金服科技有限公司,330222221413,DFLP8V0M4LWY13815,津LGG8A5,新生儿胎粪排出延迟胎儿,32092119580212571X
1186,终可仁,411221198701100706,1929-10-17,海南省五指山市,甘肃省常州市武警去湖塘镇新城域花园52幢丁单元397室,18794434724,youxiaoran@mf82d.top,P67055556,装字第25657185号,6214657734003646875,0395-64179450,58421100525008286J,511025265172966,72945965-X,放射肿瘤科医师,贵阳市乌当区小米餐馆,141048096410,LW1KTY5836UFP8153,新HPA8XC,下肢恶性肿瘤,G53332649
1187,欧漫红,510184195312145336,1958-06-24,甘肃省兰州市,江苏省常州市鼓楼区清潭嘉苑84幢乙单元455室,18494905170,chexiangshan@k6rnd.site,P43922246,成字第94108589号,6283673211013462945,0724-38293610,62654002738768225D,533123996342602,56780407-7,其他铁路工程技术人员,呼和浩特市小米文化传媒有限责任公司,340626171084,UY51ASBL7TPDA8791,甘A866Y3,新生儿大脑兴奋增盛,S20825680
1188,柴万言,130324196709259372,1932-10-14,云南省临沧市,山西省济南市戚墅堰区花溪兰亭4幢904室,13870672035,qitingting@xtbj1.shop,D56673268,兰字第53288941号,6219067879226743299,0733-32556401,54421222758993553W,232721746314885,82704859-8,尸体接运工,深圳市小米智能电器科技有限公司,411336440342,R8FE4SDP9REHM0265,浙AW4T3K,腹膜粘连伴肠梗阻,D30755651
1189,鱼冰玲,511827195711095171,1996-10-09,吉林省公主岭市,甘肃省常州市鼓楼区向云新村86幢丁单元742室,16682000178,kuangshihuai@ej8kk.top,E29153010,沈字第65423685号,6235169800584088096,0826-70907388,776326228655942160,210521557147889,68237086-8,唱片工,厦门小米星文化传播有限公司,511504408710,4C38U2VD5MUL71235,桂FN6CYE,颈部开放性损伤伴异物,610921194206025522
1190,孟涵双,330203199309091535,1960-11-21,山南市错那县,安徽省淮南市相城区崔堤半岛花园441幢甲单元7547室,18116021813,jishali@qbn45.site,E78964837,南字第27257201号,6205506879658317131,0835-67848906,36120115150341811B,120103314626308,82246323-1,高分子防水卷材生产工,邯郸市永年区粒粒香小米加工厂,654273484577,6F0H8Y7S5918K3657,黑ART0G1,附睾囊肿,610431194401270334
1191,扈傲菡,532525194501120501,1945-02-27,江西省武宁县,河南省常州市潞城镇潞城花苑30幢甲单元686室,18342830424,miwanyi@l84xf.cn,P12568143,济字第56831250号,6282134575558021505,0737-66060976,08341002272163688G,430111155992547,77755278-7,画家,济南小米易贷投资管理有限公司,220505882208,C286EDKM842484576,晋FTW3MK,膀胱造瘘术后状态,南字第15956022号
1192,詹武隆,420102195809069512,1947-11-09,四川省绵阳市,河南省常州市潞城镇潞城花苑90幢甲单元4413室,14708856035,luoeru@ku0mz.site,D13332594,成字第50895456号,6231061076987747889,0916-67479206,71340300864351909E,130525317831638,62420909-9,其他化学纤维生产人员,深圳小米虫子科技有限公司,430502570834,D9G27BA8XTVS31325,苏JMJGRB,体质性再生不良性贫血,广字第93701468号
1193,拓跋妹静,330482199505058034,1956-08-15,青海省海东市,安徽省合肥市相城区华润国际9幢847室,15969939920,mengyuandie@ky994.net.cn,D42512024,海字第90389610号,6222109474034844150,081880302458,72610631852099602B,542300167345418,59207578-5,飞机发动机制造工程技术人员,珠海小米金融科技有限公司,451243671157,7PWDY6814L9YU9607,沪LC6A4K,肾功能异常,兰字第61059653号
1194,答珠,450103197002163373,1957-03-27,江苏省淮安市,苏州市吴中区若水路880号,15687782809,chikaiwen@15eer.mobi,S26814578,济字第72940591号,6212159861481094653,0717-25501364,39450404004746631C,530521241012073,02438964-7,证券交易员,清镇市小米地养鸡场,370180117448,SH2G6LP47WK8B5894,鲁D00B34,急性胃十二指肠溃疡,南字第73570078号
1195,后漫花,231102198812311209,1941-03-12,湖南省溆浦县,安徽省零安市相城区丽华二村41930幢甲单元774室,16554857224,qiuchiting@aqw0r.info,D80907006,济字第52449925号,6228623273574619921,0596-46396515,73533522042494871H,130324430004388,45696890-9,录音师,重庆小米创业投资有限公司,330796743070,A7XJSVKZ117E08931,宁DRMJ1F,酒精中毒的特殊筛选检查,北字第00444009号
1196,惠沙丽,36088119710403667X,1943-10-18,黑龙江省齐齐哈尔市,山西省临汾市新北区天际苑66幢758室,17129838022,fuyangting@ul5wf.net.cn,S68949873,北字第70118957号,6223088884772437293,0994-65428379,355201213444564101,820000833270200,96942345-3,水电自动装置检修工,四川银米科技有限责任公司,422849472425,XS1E25VM1RUKH0291,赣MFC1YS,颈椎半脱位,P72471658
1197,段静珊,152923197603273164,1998-12-10,陕西省西安市,山东省临沂市亭湖区湖塘镇中村胡家村3号,14578901443,luyangyan@2s4fv.cn,E15320483,海字第88658586号,6229000751084142717,0974-98660951,93330783826399958W,370403801317099,93565773-7,门诊护士,常州市小米装饰工程有限公司,610462096215,J2SCT9A1549CB4956,藏B920ME,腹膜疾患,220323198104024073
1198,姜饴逸,361181198603158636,1950-09-25,山东省德州市,江苏省常州市鼓楼区清潭嘉苑74幢乙单元662室,18756365777,kuaiaosi@ej3ri.cn,E57667261,空字第29472258号,6282904196885357989,0771-21061499,224103053119463475,230100286611256,27087036-4,家畜饲养工,佛山市小米物流服务有限公司,620766210086,ZDGBU2EH48EM62476,豫SDYAM7,心室扩大,空字第37721855号
1199,拓含莲,530122197402151282,1969-06-05,江西省珠山区,苏州市吴中区若水路876号,15999520062,bilingan@am38v.com.cn,G18788219,装字第80346217号,6224626347304421984,0830-51962130,16150426952164709G,231283783930432,68709258-8,其他机电产品装配人员,江门市小米电器科技有限公司,530353926543,S4VPFTCD9D8BD3481,湘MDWF6D,放射性肺纤维化,广字第48276494号
1200,桑洋娜,530602195509115380,1935-10-14,河北省承德市,浙江省宁波市镇海区站北新村25幢丙单元625室,15946360965,shentuwanchou@vntcq.info,E19910031,成字第88847865号,6227220023031663189,0593-65526069,20220721097561626C,440106882443031,34750289-4,经济林和林特产品加工工程技术人员,小米科技有限责任公司,511360340151,XEJC25T402SB86815,苏L3X5L0,心理创伤个人史,G05202893
1201,米佩丽,451121196010309140,1963-04-07,四川省美姑县,安徽省合肥市相城区红梅姐道竹林村委薛家塘5号,17414062352,xiangaofeng@d941g.com.cn,E71925686,沈字第68965605号,9400761786735608503,0515-63445877,983707031468188728,330824189217904,53355728-2,其他健身和娱乐场所服务人员,铜梁区小米文印社,142383425352,AFWUMPYE8DVKS8061,陕CWVKTF,抑郁症,后字第37065461号
1202,殳翎,441424194412109779,1938-06-01,辽宁省铁岭县,安徽省零安市亭湖区牌楼巷00号56432,18497309638,chuyiwen@slxjq.net,P04205959,沈字第32916787号,6201853678818592312,0773-68153182,80511521229572887G,411301853205395,68373884-7,法学研究人员,河南小米工社生物科技有限公司,120182900844,5Y86LV4BXFJ1H7041,粤JQBCCR,鱼鳞病,S00914907
1203,程毓真,433127195710255923,1951-08-06,河南省焦作市,江苏省无锡市亭湖区延陵东路7241幢甲单元,17207102481,shibing@fvrr0.net,E68538040,海字第16515132号,6230283903939809901,0763-25960287,84632223853136152B,510311262396261,70585846-1,其他旅游及公共游览场所服务人员,五莲县优谷小米专业合作社,350170043235,Y0LWJ9R14KVRJ6972,粤G1R1EL,混合型心绞痛,政字第18721245号
1204,宗政漫婧,430503199801028554,1999-02-15,五家渠市五家渠市,江苏省扬州市相城区新城尚东区82幢甲单元46410室,18213039152,yihaidong@kr76l.mobi,G81737479,后字第60359253号,6223875860517251972,0991-35716027,256403812586356920,542525828157845,96928724-4,枪管膛线制作工,山西沁州黄小米（集团）沁县小米加工有限公司,652378967905,EG1P8FZS7GZLE7164,新F5D8XT,交替性斜视,济字第52781634号
1205,歧沅媛,513228199703043834,1985-03-11,四川省安岳县,安徽省张家港市戚墅堰区工房北区52幢丙单元4416室,18932544061,jiepuna@t0kud.mobi,S48633962,济字第28461564号,6233283845070746919,0977-55536328,09440608106602913X,450923329764367,23727064-X,其他实验动物饲养人员,成都钻石小米科技有限公司,350151759166,SHT9XA313R3RC8760,苏NQV6S4,臀肌腱炎,S86220259
1206,皇思山,510524198908031742,1974-05-01,重庆市梁平区,河南省清丰县双庙乡秦家村6410号,16630152108,zhonglifeihua@rbl0o.cn,S54437682,空字第69076074号,6229888563498285009,0875-23691236,51533323869327229N,610131821965073,40608328-0,灌溉试验工,江苏小米之光科技有限公司,340683277864,16YZU5VA42MWD4520,渝CU0LGN,传染病或寄生虫疾病并发于妊娠分娩和产褥期,S54429310
1207,逄攸骊,131121194404241667,1996-07-27,河北省沙河市,山东省常州市戚墅堰区丁堰镇芳渚村委段家塘4141号,18705536163,shipeiying@pofni.site,P79814625,参字第29889025号,6237003130140813365,0799-95752900,80140106247489733J,150622536341932,04903848-0,装甲车辆驾驶试验工,江苏旌翔建材科技有限公司,610880977331,JC4T8GPZ9TUDV6305,云SY15SH,鼻疽,140110198107178243
1208,邵谷冬,610722196101261662,1985-10-16,银川市贺兰县,甘肃省常州市鼓楼区向云新村99幢丁单元076室,18246962372,dukairui@ydiui.cn,P35022472,南字第63271302号,6210768555577302395,0799-63236254,18450121546752272E,361101317582445,33897634-2,其他合成药物制造人员,济南小米空间装饰工程有限公司,450711811942,EPVTYZ487E7DG9123,桂CTBU4S,产伤引起的脊髓出血,济字第92970377号
1209,尉迟佩玲,34082519800327269X,1929-12-18,广东省紫金县,山西省临汾市新北区天际苑80幢534室,15041606846,gongsuncaixuan@pbpqm.info,E88911321,海字第40954826号,6210868877183570200,0575-53225645,83533123058241053N,511300365146932,98339284-1,气象服务人员,翁牛特旗小米种植专业合作社,440754607145,AEL2TK498FXZY7283,浙AS4SA6,大疱性表皮松解,E78218615
1210,胡洋悦,533222198403145098,1930-11-26,北京市门头沟区,黑龙江省沈阳市区朝阳二村764幢丙单元234室,15156943097,yunbiman@pl7qu.com.cn,D36340659,广字第83821095号,6204091526497868360,0663-46282522,625303242927154017,411523343228487,03948977-1,歌唱演员,小米科技有限责任公司济南分公司,450717361187,87MTGSD42PS7D4587,京FMPKT2,女性生殖器官交搭跨越的恶性肿瘤,参字第71042325号
1211,印嫣然,360521199605157177,1933-12-09,日喀则市定日县,安徽省零安市相城区茶山乡勤丰村委杨家村25号,16587331800,fuxiangyan@uwxdq.com,P11157372,成字第43895095号,6226320657341425739,0561-91744307,463604010178375745,610702040480038,25026685-6,原电池制造工,深圳市小米椒通讯有限公司,510477209447,FMGLKWYJ9CZ5X7965,辽FDNKXS,上肢长骨良性肿瘤,130683193808171387
1212,盘毕芬,14082219660414265X,1969-10-01,四川省双流区,安徽省张家港市戚墅堰区工房北区59幢丙单元309室,17166942532,longhengyan@65hnt.top,S95723607,沈字第27711523号,6250063340575038012,0909-20992899,65140303768065697D,621121691022200,22343733-0,汽轮机装配工,四川小米辣家具有限公司,130656730844,47J1WE5Y4C0TU5817,贵G7XKLN,先天性肾畸形,后字第05955286号
